IDN4,obec,IDN2,nationality_majority,SK-2021-rate,HU-2021-rate,RMY-2021-rate,RUE-2021-rate,obec_code,víťaz,Korčok,Pellegrini
520373,Kochanovce (HE),7,SK,97.0%,0.0%,0.0%,1.5%,520373.0,Pellegrini,0.0,100.0
520381,Kolbasov,7,SK,77.9%,0.0%,0.0%,17.6%,520381.0,Korčok,0.0,0.0
520390,Kolonica - Колоніця,7,SK,78.3%,0.4%,0.0%,20.4%,520390.0,Korčok,66.67,33.33
520403,Koškovce,7,SK,96.7%,0.0%,0.0%,0.9%,520403.0,Korčok,0.0,0.0
520411,Krásny Brod - Красный Брід,7,SK,51.0%,0.0%,0.9%,43.3%,520411.0,Korčok,0.0,0.0
520438,Ladomirov - Ладомирів,7,SK,71.2%,0.7%,1.1%,23.2%,520438.0,Pellegrini,0.0,100.0
520446,Lieskovec (HE),7,SK,99.5%,0.2%,0.0%,0.0%,520446.0,Pellegrini,0.0,100.0
520454,Ľubiša,7,SK,97.8%,0.0%,0.5%,0.5%,520454.0,Pellegrini,0.0,100.0
520462,Lukačovce,7,SK,94.2%,0.0%,0.0%,0.4%,520462.0,Pellegrini,0.0,100.0
520471,Medzilaborce - Меджілабірцї,7,SK,58.7%,0.2%,2.0%,28.0%,520471.0,Pellegrini,20.0,80.0
520489,Michajlov,7,SK,80.5%,0.0%,0.0%,13.4%,520489.0,Korčok,0.0,0.0
520497,Modra nad Cirochou,7,SK,98.8%,0.4%,0.1%,0.1%,520497.0,Pellegrini,33.33,66.67
520501,Myslina,7,SK,96.7%,0.0%,0.5%,0.0%,520501.0,Korčok,0.0,0.0
520519,Ňagov - Няґів,7,SK,56.9%,0.0%,0.0%,40.8%,520519.0,Korčok,0.0,0.0
520527,Nechválova Polianka - Нехвалёва Полянка,7,SK,75.7%,0.0%,0.0%,20.3%,520527.0,Korčok,0.0,0.0
520535,Nižná Jablonka,7,SK,73.5%,0.0%,0.7%,12.9%,520535.0,Pellegrini,0.0,100.0
520543,Nižné Ladičkovce,7,SK,97.9%,0.0%,0.0%,0.6%,520543.0,Korčok,0.0,0.0
520551,Nová Sedlica,7,SK,79.7%,0.0%,0.0%,16.3%,520551.0,Pellegrini,0.0,100.0
520560,Ohradzany,7,SK,98.7%,0.0%,0.0%,0.6%,520560.0,Pellegrini,0.0,100.0
520578,Oľka - Олька,7,SK,56.9%,0.0%,0.4%,39.6%,520578.0,Korčok,0.0,0.0
520586,Oľšinkov - Вільшинків,7,XU,20.0%,0.0%,0.0%,65.0%,520586.0,Korčok,0.0,0.0
520594,Osadné - Осадне,7,SK,54.0%,0.0%,23.3%,20.7%,520594.0,Pellegrini,0.0,100.0
520616,Palota - Палота,7,SK,69.9%,0.0%,1.0%,25.9%,520616.0,Korčok,0.0,0.0
520624,Papín,7,SK,96.4%,0.0%,0.0%,1.2%,520624.0,Korčok,66.67,33.33
520632,Parihuzovce,7,SK,75.0%,0.0%,0.0%,10.0%,520632.0,Korčok,0.0,0.0
520641,Pčoliné - Пчолине,7,SK,66.1%,0.0%,0.0%,28.1%,520641.0,Korčok,0.0,0.0
520659,Pichne,7,SK,73.7%,0.0%,0.0%,17.5%,520659.0,Pellegrini,0.0,100.0
520667,Porúbka (HE),7,SK,96.5%,0.4%,0.0%,0.8%,520667.0,Korčok,0.0,0.0
520675,Príslop - Присліп,7,SK,66.0%,0.0%,0.0%,23.4%,520675.0,Korčok,100.0,0.0
520683,Ptičie,7,SK,94.7%,0.0%,0.0%,0.8%,520683.0,Pellegrini,0.0,100.0
520691,Radvaň nad Laborcom,7,SK,75.5%,0.0%,5.1%,17.3%,520691.0,Korčok,50.0,50.0
520705,Repejov - Репеїв,7,SK,57.1%,2.5%,0.0%,31.9%,520705.0,Pellegrini,0.0,100.0
520713,Roškovce - Рошківцї,7,SK,53.2%,0.0%,0.0%,43.3%,520713.0,Korčok,0.0,0.0
520721,Rovné (HE),7,SK,96.8%,0.0%,0.2%,0.9%,520721.0,Pellegrini,0.0,100.0
520730,Runina - Рунина,7,XU,29.9%,0.0%,0.0%,62.3%,520730.0,Korčok,0.0,0.0
520748,Ruská Volová,7,SK,77.6%,0.0%,0.0%,17.6%,520748.0,Korčok,100.0,0.0
520764,Ruský Potok - Руськый Потік,7,SK,63.6%,0.0%,0.0%,34.1%,520764.0,Korčok,0.0,0.0
520772,Slovenská Volová,7,SK,92.7%,0.0%,1.8%,0.4%,520772.0,Pellegrini,0.0,100.0
520781,Slovenské Krivé,7,SK,97.5%,0.0%,0.0%,1.7%,520781.0,Korčok,0.0,0.0
520802,Snina,7,SK,84.1%,0.1%,0.6%,5.7%,520802.0,Pellegrini,4.88,95.12
520811,Stakčínska Roztoka - Стащіньска Ростока,7,SK,73.8%,0.0%,0.0%,22.2%,520811.0,Korčok,0.0,0.0
520829,Stakčín,7,SK,76.5%,0.0%,0.9%,15.3%,520829.0,Korčok,50.0,50.0
520845,Strihovce - Стриговець,7,SK,68.3%,0.0%,0.0%,26.8%,520845.0,Korčok,0.0,0.0
520853,Sukov - Суків,7,SK,61.4%,0.0%,0.7%,30.7%,520853.0,Korčok,0.0,0.0
520861,Svetlice - Светліцї,7,SK,61.8%,0.0%,0.0%,34.8%,520861.0,Korčok,0.0,0.0
520870,Šmigovec,7,SK,76.5%,0.0%,0.0%,16.0%,520870.0,Korčok,0.0,0.0
520888,Topoľa - Тополя,7,SK,57.9%,0.0%,0.0%,34.6%,520888.0,Pellegrini,0.0,100.0
520896,Topoľovka,7,SK,96.2%,0.0%,0.0%,0.8%,520896.0,Pellegrini,20.0,80.0
520900,Turcovce,7,SK,98.7%,0.0%,0.0%,0.3%,520900.0,Korčok,0.0,0.0
520918,Ubľa,7,SK,69.7%,0.1%,0.6%,18.6%,520918.0,Korčok,100.0,0.0
520926,Udavské,7,SK,95.1%,0.0%,0.0%,1.9%,520926.0,Pellegrini,0.0,100.0
520934,Ulič,7,SK,73.2%,0.0%,1.5%,19.5%,520934.0,Korčok,0.0,0.0
520942,Uličské Krivé - Уліцьке Криве,7,SK,74.3%,0.0%,0.0%,21.2%,520942.0,Korčok,0.0,0.0
520951,Valentovce,7,SK,85.7%,0.0%,0.0%,11.9%,520951.0,Korčok,0.0,0.0
520977,Veľopolie,7,SK,98.3%,0.0%,0.0%,0.8%,520977.0,Korčok,0.0,0.0
520985,Víťazovce,7,SK,97.7%,0.0%,0.3%,0.3%,520985.0,Korčok,50.0,50.0
520993,Volica - Воліця,7,SK,62.9%,0.0%,0.0%,33.7%,520993.0,Pellegrini,33.33,66.67
521001,Výrava - Вырава,7,SK,72.0%,0.0%,4.2%,20.1%,521001.0,Korčok,100.0,0.0
521019,Vyšná Jablonka - Вышня Яблінка,7,SK,45.1%,0.0%,0.0%,39.2%,521019.0,Korčok,0.0,0.0
521027,Vyšné Ladičkovce,7,SK,97.3%,0.0%,0.0%,0.5%,521027.0,Korčok,0.0,0.0
521035,Vyšný Hrušov,7,SK,93.4%,0.0%,2.5%,0.2%,521035.0,Pellegrini,0.0,100.0
521043,Závadka (HE),7,SK,98.7%,0.0%,0.2%,0.0%,521043.0,Korčok,0.0,0.0
521051,Zboj - Збой,7,SK,73.7%,0.0%,0.0%,20.4%,521051.0,Korčok,100.0,0.0
521060,Zbojné - Збійне,7,SK,63.0%,0.0%,0.0%,29.6%,521060.0,Korčok,0.0,0.0
521078,Zbudská Belá - Збудьска Біла,7,SK,49.1%,0.0%,0.0%,47.4%,521078.0,Korčok,0.0,0.0
521086,Zbudské Dlhé,7,XR,25.5%,0.0%,69.8%,0.5%,521086.0,Korčok,100.0,0.0
521108,Zemplínske Hámre,7,SK,95.5%,0.1%,0.0%,1.6%,521108.0,Pellegrini,0.0,100.0
521116,Zubné,7,SK,83.1%,0.0%,0.0%,16.1%,521116.0,Korčok,0.0,0.0
521141,Bačkovík,8,SK,90.3%,0.0%,7.8%,0.2%,521141.0,Pellegrini,0.0,100.0
521159,Baška,8,SK,98.2%,0.0%,0.0%,0.4%,521159.0,Pellegrini,0.0,100.0
521167,Belža,8,SK,95.9%,0.5%,0.5%,0.0%,521167.0,Korčok,66.67,33.33
521175,Beniakovce,8,SK,96.1%,0.4%,0.6%,0.0%,521175.0,Pellegrini,0.0,100.0
521183,Bidovce,8,SK,95.6%,1.3%,0.8%,0.2%,521183.0,Pellegrini,33.33,66.67
521191,Blažice,8,SK,96.0%,0.3%,1.4%,0.0%,521191.0,Pellegrini,0.0,100.0
521205,Bohdanovce,8,SK,97.0%,0.6%,0.6%,0.3%,521205.0,Pellegrini,0.0,100.0
521213,Boliarov,8,SK,85.4%,0.0%,4.4%,0.0%,521213.0,Pellegrini,0.0,100.0
521221,Budimír,8,SK,94.6%,0.9%,0.2%,0.2%,521221.0,Pellegrini,0.0,100.0
521248,Bukovec (KS),8,SK,95.4%,0.6%,0.0%,0.1%,521248.0,Pellegrini,40.0,60.0
521256,Bunetice,8,SK,97.8%,0.0%,0.0%,0.0%,521256.0,Korčok,0.0,0.0
521264,Buzica - Buzita,8,HU,46.9%,48.5%,1.1%,0.0%,521264.0,Pellegrini,33.33,66.67
521272,Cestice - Szeszta,8,SK,60.4%,33.6%,0.0%,0.1%,521272.0,Korčok,0.0,0.0
521281,Čakanovce (KS),8,SK,76.6%,0.1%,20.2%,0.0%,521281.0,Korčok,0.0,0.0
521299,Čaňa,8,SK,88.9%,0.4%,5.3%,0.2%,521299.0,Pellegrini,33.33,66.67
521302,Čečejovce,8,SK,78.9%,15.2%,0.1%,0.1%,521302.0,Pellegrini,0.0,100.0
521311,Čižatice,8,SK,96.9%,0.2%,0.0%,0.0%,521311.0,Korčok,0.0,0.0
521329,Debraď - Debrőd,8,HU,33.3%,56.5%,0.0%,0.0%,521329.0,Korčok,0.0,0.0
521337,Drienovec,8,SK,52.2%,15.6%,15.6%,0.0%,521337.0,Pellegrini,0.0,100.0
521345,Družstevná pri Hornáde,8,SK,91.4%,0.1%,3.3%,0.1%,521345.0,Pellegrini,8.33,91.67
521353,Ďurďošík,8,SK,97.3%,0.7%,0.0%,0.7%,521353.0,Pellegrini,0.0,100.0
521361,Ďurkov,8,SK,91.7%,0.6%,3.3%,0.0%,521361.0,Pellegrini,25.0,75.0
521370,Geča,8,SK,95.3%,0.2%,1.5%,0.3%,521370.0,Pellegrini,14.29,85.71
521388,Gyňov,8,SK,97.3%,0.3%,0.0%,0.0%,521388.0,Pellegrini,0.0,100.0
521396,Hačava,8,SK,84.2%,0.0%,1.5%,13.3%,521396.0,Pellegrini,40.0,60.0
521400,Haniska (KS),8,SK,98.2%,0.3%,0.0%,0.0%,521400.0,Pellegrini,0.0,100.0
521418,Herľany,8,SK,97.2%,0.7%,0.0%,1.4%,521418.0,Korčok,0.0,0.0
521426,Hodkovce,8,SK,96.8%,0.3%,0.0%,0.0%,521426.0,Pellegrini,0.0,100.0
521442,Hrašovík,8,SK,93.5%,0.3%,0.0%,0.3%,521442.0,Korčok,0.0,0.0
521469,Hýľov,8,SK,98.4%,0.2%,0.0%,0.0%,521469.0,Korčok,0.0,0.0
521477,Chrastné,8,SK,91.1%,0.8%,3.8%,0.6%,521477.0,Pellegrini,0.0,100.0
521485,Janík - Jánok,8,SK,57.2%,38.8%,0.3%,0.2%,521485.0,Pellegrini,0.0,100.0
521493,Jasov,8,SK,70.1%,5.2%,2.1%,0.1%,521493.0,Pellegrini,0.0,100.0
521507,Kalša,8,SK,97.1%,0.3%,0.0%,0.0%,521507.0,Korčok,50.0,50.0
521523,Kecerovce,8,SK,62.7%,0.0%,32.6%,0.0%,521523.0,Korčok,0.0,0.0
521540,Kecerovský Lipovec,8,SK,97.3%,0.9%,0.0%,0.0%,521540.0,Pellegrini,0.0,100.0
521558,Kokšov-Bakša,8,SK,96.8%,0.1%,0.2%,0.0%,521558.0,Pellegrini,0.0,100.0
521566,Komárovce - Komaróc,8,HU,39.8%,59.0%,0.0%,0.0%,521566.0,Korčok,0.0,0.0
521574,Košická Belá,8,SK,96.8%,0.7%,0.0%,0.1%,521574.0,Pellegrini,0.0,100.0
521582,Košická Polianka,8,SK,93.5%,0.4%,0.6%,0.0%,521582.0,Pellegrini,0.0,100.0
521591,Košické Oľšany,8,SK,87.9%,0.4%,3.1%,0.0%,521591.0,Pellegrini,37.5,62.5
521604,Košický Klečenov,8,SK,96.3%,0.3%,0.0%,0.0%,521604.0,Pellegrini,0.0,100.0
521612,Kráľovce,8,SK,92.1%,0.1%,2.9%,0.2%,521612.0,Pellegrini,16.67,83.33
521639,Kysak,8,SK,95.4%,0.5%,0.0%,0.1%,521639.0,Pellegrini,0.0,100.0
521655,Malá Ida,8,SK,92.0%,1.4%,0.0%,0.3%,521655.0,Pellegrini,11.11,88.89
521663,Malá Lodina,8,SK,93.4%,3.1%,0.0%,0.9%,521663.0,Pellegrini,0.0,100.0
521671,Medzev,8,SK,82.8%,1.0%,3.1%,0.1%,521671.0,Korčok,50.0,50.0
521680,Mokrance - Makranc,8,SK,75.3%,22.7%,0.1%,0.0%,521680.0,Pellegrini,0.0,100.0
521698,Moldava nad Bodvou - Szepsi,8,SK,52.4%,28.1%,15.3%,0.1%,521698.0,Pellegrini,10.0,90.0
521701,Mudrovce,8,SK,90.8%,0.0%,0.0%,1.5%,521701.0,Korčok,0.0,0.0
521728,Nižná Kamenica,8,SK,98.6%,0.0%,0.0%,0.0%,521728.0,Korčok,0.0,0.0
521736,Nižná Myšľa,8,SK,91.9%,0.1%,0.8%,0.5%,521736.0,Korčok,50.0,50.0
521744,Nižný Čaj,8,SK,90.9%,0.0%,6.6%,0.0%,521744.0,Pellegrini,0.0,100.0
521752,Nižný Klátov,8,SK,94.1%,0.5%,0.0%,0.1%,521752.0,Pellegrini,0.0,100.0
521761,Nižný Lánec - Alsólánc,8,HU,25.3%,68.7%,0.4%,0.0%,521761.0,Korčok,0.0,0.0
521779,Turnianska Nová Ves - Tornaújfalu,8,HU,17.5%,81.8%,0.0%,0.0%,521779.0,Korčok,0.0,0.0
521787,Nováčany,8,SK,88.5%,0.7%,3.6%,0.0%,521787.0,Pellegrini,0.0,100.0
521795,Nová Polhora,8,SK,97.8%,0.2%,0.0%,0.4%,521795.0,Pellegrini,0.0,100.0
521809,Nový Salaš,8,SK,96.8%,0.0%,0.5%,0.9%,521809.0,Pellegrini,0.0,100.0
521817,Obišovce,8,SK,97.2%,0.2%,0.0%,0.4%,521817.0,Pellegrini,0.0,100.0
521825,Olšovany,8,SK,99.0%,0.0%,0.4%,0.0%,521825.0,Pellegrini,0.0,100.0
521833,Opátka,8,SK,96.1%,0.0%,0.0%,0.0%,521833.0,Korčok,0.0,0.0
521841,Opiná,8,SK,98.5%,0.0%,0.0%,0.0%,521841.0,Korčok,0.0,0.0
521850,Paňovce,8,SK,91.7%,5.4%,0.0%,0.5%,521850.0,Korčok,0.0,0.0
521868,Peder - Péder,8,HU,30.8%,67.4%,0.0%,0.3%,521868.0,Korčok,0.0,0.0
521876,Perín-Chym - Perény - Hím,8,SK,72.7%,21.6%,0.0%,0.0%,521876.0,Pellegrini,0.0,100.0
521884,Ploské (KS),8,SK,94.4%,0.1%,0.4%,0.1%,521884.0,Korčok,100.0,0.0
521892,Poproč (KS),8,SK,93.7%,0.4%,0.0%,0.2%,521892.0,Pellegrini,20.0,80.0
521906,Rákoš (KS),8,SK,93.6%,0.8%,0.0%,0.0%,521906.0,Pellegrini,0.0,100.0
521914,Rankovce,8,SK,85.8%,0.0%,9.0%,0.0%,521914.0,Korčok,0.0,0.0
521922,Rešica - Reste,8,HU,26.3%,71.3%,0.0%,0.0%,521922.0,Pellegrini,0.0,100.0
521931,Rozhanovce,8,SK,91.3%,0.4%,1.9%,0.3%,521931.0,Pellegrini,0.0,100.0
521949,Rudník (KS),8,SK,96.1%,0.3%,0.0%,0.2%,521949.0,Pellegrini,0.0,100.0
521957,Ruskov,8,SK,95.0%,0.3%,0.1%,0.1%,521957.0,Pellegrini,0.0,100.0
521965,Sady nad Torysou,8,SK,89.8%,1.1%,0.6%,0.3%,521965.0,Pellegrini,0.0,100.0
521973,Seňa,8,SK,86.4%,8.4%,1.0%,0.0%,521973.0,Pellegrini,0.0,100.0
521981,Skároš,8,SK,94.9%,0.0%,2.7%,0.1%,521981.0,Pellegrini,0.0,100.0
522007,Slanec,8,SK,91.3%,0.5%,2.4%,0.0%,522007.0,Korčok,50.0,50.0
522015,Slanská Huta,8,SK,96.2%,0.4%,0.0%,0.0%,522015.0,Korčok,0.0,0.0
522023,Slanské Nové Mesto,8,SK,97.6%,0.0%,0.0%,0.2%,522023.0,Pellegrini,0.0,100.0
522031,Sokoľ,8,SK,96.0%,0.7%,1.0%,0.0%,522031.0,Pellegrini,0.0,100.0
522040,Svinica,8,SK,91.8%,1.0%,1.5%,0.4%,522040.0,Korčok,50.0,50.0
522066,Šemša,8,SK,94.6%,0.8%,0.0%,0.1%,522066.0,Pellegrini,40.0,60.0
522074,Štós,8,SK,84.4%,0.8%,2.8%,0.0%,522074.0,Korčok,50.0,50.0
522082,Trebejov,8,SK,95.1%,0.5%,0.5%,0.0%,522082.0,Pellegrini,0.0,100.0
522091,Trsťany,8,SK,99.0%,0.0%,0.0%,0.0%,522091.0,Pellegrini,0.0,100.0
522104,Trstené pri Hornáde,8,SK,95.7%,0.3%,0.1%,0.1%,522104.0,Pellegrini,0.0,100.0
522121,Vajkovce,8,SK,88.4%,1.0%,1.0%,0.5%,522121.0,Korčok,0.0,0.0
522139,Valaliky,8,SK,90.8%,0.4%,1.7%,0.1%,522139.0,Pellegrini,7.14,92.86
522147,Veľká Ida,8,SK,49.1%,7.5%,36.5%,0.1%,522147.0,Pellegrini,0.0,100.0
522155,Veľká Lodina,8,SK,74.2%,0.3%,21.4%,0.0%,522155.0,Korčok,0.0,0.0
522163,Vtáčkovce,8,SK,64.7%,0.2%,30.0%,0.1%,522163.0,Korčok,0.0,0.0
522171,Vyšná Hutka,8,SK,95.1%,0.2%,0.2%,0.8%,522171.0,Korčok,66.67,33.33
522180,Vyšná Kamenica,8,SK,98.2%,0.6%,0.0%,0.0%,522180.0,Pellegrini,0.0,100.0
522198,Vyšná Myšľa,8,SK,94.6%,0.4%,2.6%,0.0%,522198.0,Pellegrini,0.0,100.0
522201,Vyšný Čaj,8,SK,98.5%,0.9%,0.0%,0.0%,522201.0,Pellegrini,0.0,100.0
522210,Vyšný Klátov,8,SK,96.8%,0.9%,0.0%,0.0%,522210.0,Korčok,0.0,0.0
522244,Zlatá Idka,8,SK,93.9%,1.0%,0.8%,0.0%,522244.0,Pellegrini,0.0,100.0
522252,Žarnov - Zsarnó,8,HU,36.3%,54.5%,0.5%,0.0%,522252.0,Korčok,0.0,0.0
522261,Ždaňa,8,SK,91.4%,0.2%,0.8%,0.0%,522261.0,Pellegrini,0.0,100.0
522279,Michalovce,8,SK,88.1%,0.3%,0.3%,0.3%,522279.0,Pellegrini,7.87,92.13
522287,Bajany,8,SK,91.1%,6.0%,0.2%,0.0%,522287.0,Pellegrini,33.33,66.67
522295,Bánovce nad Ondavou,8,SK,97.3%,0.3%,0.0%,0.4%,522295.0,Korčok,0.0,0.0
522309,Baškovce (SO),8,SK,95.3%,0.0%,0.0%,0.4%,522309.0,Korčok,0.0,0.0
522317,Beňatina,8,SK,86.2%,0.0%,0.0%,6.9%,522317.0,Korčok,0.0,0.0
522325,Bežovce,8,SK,97.9%,0.1%,0.8%,0.1%,522325.0,Pellegrini,0.0,100.0
522333,Blatná Polianka,8,SK,93.4%,0.0%,2.4%,0.0%,522333.0,Korčok,0.0,0.0
522341,Blatné Remety,8,SK,76.6%,0.2%,16.2%,0.3%,522341.0,Korčok,0.0,0.0
522350,Blatné Revištia,8,SK,93.6%,0.0%,0.0%,0.9%,522350.0,Korčok,0.0,0.0
522368,Bracovce,8,SK,96.9%,0.1%,1.3%,0.1%,522368.0,Pellegrini,0.0,100.0
522376,Budkovce,8,SK,95.1%,0.9%,0.7%,0.0%,522376.0,Korčok,50.0,50.0
522384,Bunkovce,8,SK,89.0%,0.3%,0.8%,0.0%,522384.0,Korčok,0.0,0.0
522392,Čečehov,8,SK,94.0%,0.0%,1.0%,0.0%,522392.0,Korčok,0.0,0.0
522406,Dúbravka,8,SK,95.3%,0.6%,0.0%,0.9%,522406.0,Pellegrini,0.0,100.0
522414,Falkušovce,8,SK,90.9%,0.2%,2.0%,1.4%,522414.0,Pellegrini,25.0,75.0
522422,Fekišovce,8,SK,97.2%,0.0%,0.3%,0.0%,522422.0,Korčok,0.0,0.0
522431,Hatalov,8,SK,94.3%,0.4%,2.9%,0.3%,522431.0,Korčok,0.0,0.0
522449,Hažín,8,SK,97.9%,0.0%,0.0%,0.6%,522449.0,Korčok,0.0,0.0
522457,Hlivištia,8,SK,96.2%,1.6%,0.0%,0.3%,522457.0,Pellegrini,0.0,100.0
522465,Hnojné,8,SK,88.8%,0.0%,4.7%,0.0%,522465.0,Korčok,0.0,0.0
522473,Horňa,8,SK,96.7%,0.0%,0.0%,0.6%,522473.0,Korčok,0.0,0.0
522481,Horovce (MI),8,SK,97.1%,0.5%,0.6%,0.0%,522481.0,Pellegrini,0.0,100.0
522490,Husák,8,SK,87.5%,4.0%,0.0%,0.0%,522490.0,Korčok,0.0,0.0
522503,Choňkovce,8,SK,93.8%,0.2%,0.0%,2.2%,522503.0,Pellegrini,0.0,100.0
522511,Iňačovce,8,SK,95.9%,0.1%,0.8%,0.2%,522511.0,Korčok,0.0,0.0
522520,Inovce,8,SK,86.0%,0.0%,0.0%,10.6%,522520.0,Korčok,0.0,0.0
522538,Jasenov (SO),8,SK,96.9%,0.3%,0.0%,0.3%,522538.0,Korčok,0.0,0.0
522546,Jastrabie pri Michalovciach,8,SK,97.0%,0.3%,0.7%,0.0%,522546.0,Korčok,50.0,50.0
522554,Jenkovce,8,SK,89.6%,0.2%,0.0%,0.2%,522554.0,Korčok,0.0,0.0
522562,Jovsa,8,SK,94.0%,0.5%,1.2%,0.0%,522562.0,Korčok,50.0,50.0
522571,Kačanov,8,SK,98.8%,0.0%,0.4%,0.0%,522571.0,Korčok,100.0,0.0
522589,Kaluža,8,SK,95.0%,0.2%,0.0%,0.5%,522589.0,Pellegrini,0.0,100.0
522597,Klokočov (MI),8,SK,97.3%,0.0%,0.0%,1.2%,522597.0,Pellegrini,0.0,100.0
522601,Kolibabovce,8,SK,89.0%,0.0%,0.0%,0.0%,522601.0,Korčok,0.0,0.0
522627,Koňuš,8,SK,95.8%,0.3%,0.0%,0.3%,522627.0,Korčok,0.0,0.0
522635,Zemplínske Kopčany,8,SK,85.0%,9.9%,1.6%,0.0%,522635.0,Korčok,0.0,0.0
522643,Koromľa,8,SK,97.6%,0.0%,0.2%,0.5%,522643.0,Pellegrini,0.0,100.0
522651,Krásnovce,8,SK,97.0%,0.0%,0.0%,0.5%,522651.0,Korčok,100.0,0.0
522660,Krčava,8,SK,86.2%,2.4%,0.0%,0.2%,522660.0,Pellegrini,0.0,100.0
522678,Kristy,8,SK,91.2%,0.0%,1.8%,0.0%,522678.0,Korčok,0.0,0.0
522686,Kusín,8,SK,94.8%,0.0%,0.0%,0.3%,522686.0,Pellegrini,40.0,60.0
522694,Lastomír,8,SK,97.0%,0.0%,0.6%,0.2%,522694.0,Pellegrini,25.0,75.0
522708,Laškovce,8,SK,91.4%,0.0%,5.4%,0.0%,522708.0,Korčok,0.0,0.0
522716,Lekárovce,8,SK,95.9%,1.3%,0.0%,0.0%,522716.0,Korčok,0.0,0.0
522724,Lesné,8,SK,90.7%,0.4%,5.3%,0.2%,522724.0,Pellegrini,0.0,100.0
522732,Ložín,8,SK,97.7%,0.1%,0.5%,0.0%,522732.0,Pellegrini,0.0,100.0
522741,Lúčky (MI),8,SK,91.7%,0.0%,4.6%,0.2%,522741.0,Pellegrini,0.0,100.0
522759,Malčice,8,SK,89.5%,0.0%,2.1%,0.1%,522759.0,Korčok,50.0,50.0
522767,Malé Raškovce - Kisráska,8,SK,63.5%,34.7%,0.0%,0.0%,522767.0,Korčok,0.0,0.0
522783,Markovce,8,SK,91.5%,0.0%,3.5%,0.1%,522783.0,Korčok,0.0,0.0
522791,Moravany,8,SK,96.9%,0.0%,0.1%,0.3%,522791.0,Korčok,50.0,50.0
522805,Nacina Ves,8,SK,96.0%,0.0%,1.5%,0.1%,522805.0,Pellegrini,0.0,100.0
522813,Nižná Rybnica,8,SK,93.4%,0.2%,0.0%,1.5%,522813.0,Pellegrini,0.0,100.0
522821,Nižné Nemecké,8,SK,93.9%,0.3%,0.0%,0.9%,522821.0,Pellegrini,0.0,100.0
522830,Orechová,8,SK,94.2%,1.2%,0.8%,0.0%,522830.0,Korčok,0.0,0.0
522848,Oreské (MI),8,SK,97.4%,0.2%,0.0%,0.0%,522848.0,Korčok,100.0,0.0
522856,Ostrov (SO),8,SK,92.4%,0.0%,1.2%,0.3%,522856.0,Pellegrini,0.0,100.0
522864,Palín,8,SK,93.4%,0.5%,0.8%,0.1%,522864.0,Pellegrini,0.0,100.0
522872,Pavlovce nad Uhom,8,SK,88.4%,0.4%,4.6%,0.0%,522872.0,Pellegrini,33.33,66.67
522881,Petrikovce,8,SK,92.1%,1.0%,0.5%,0.0%,522881.0,Korčok,100.0,0.0
522899,Petrovce (SO),8,SK,97.5%,0.5%,0.0%,0.0%,522899.0,Pellegrini,0.0,100.0
522902,Petrovce nad Laborcom,8,SK,95.9%,0.1%,1.4%,0.1%,522902.0,Pellegrini,0.0,100.0
522911,Pinkovce,8,SK,96.7%,0.0%,0.0%,0.6%,522911.0,Pellegrini,0.0,100.0
522929,Podhoroď,8,SK,85.2%,0.6%,0.3%,3.9%,522929.0,Pellegrini,0.0,100.0
522937,Porostov,8,SK,98.5%,0.0%,0.0%,0.0%,522937.0,Korčok,0.0,0.0
522945,Poruba pod Vihorlatom,8,SK,97.5%,0.0%,0.0%,0.8%,522945.0,Korčok,0.0,0.0
522953,Porúbka (SO),8,SK,98.3%,0.2%,0.0%,0.0%,522953.0,Korčok,0.0,0.0
522961,Pozdišovce,8,SK,95.7%,0.7%,0.4%,0.3%,522961.0,Pellegrini,0.0,100.0
522970,Priekopa,8,SK,96.4%,0.0%,0.0%,0.0%,522970.0,Korčok,0.0,0.0
522988,Pusté Čemerné,8,SK,96.4%,0.0%,0.0%,0.3%,522988.0,Pellegrini,25.0,75.0
522996,Rakovec nad Ondavou,8,SK,96.1%,0.6%,0.2%,0.0%,522996.0,Pellegrini,33.33,66.67
523003,Remetské Hámre,8,SK,91.5%,0.2%,0.0%,0.0%,523003.0,Korčok,0.0,0.0
523011,Ruská Bystrá,8,SK,84.3%,0.0%,0.0%,12.0%,523011.0,Korčok,100.0,0.0
523020,Ruskovce (SO),8,SK,94.8%,0.0%,0.4%,1.2%,523020.0,Korčok,0.0,0.0
523038,Ruský Hrabovec,8,SK,84.6%,0.3%,0.3%,9.9%,523038.0,Korčok,0.0,0.0
523046,Sejkov,8,SK,81.8%,2.6%,3.1%,0.0%,523046.0,Korčok,0.0,0.0
523054,Senné (MI),8,SK,93.2%,0.0%,2.3%,0.1%,523054.0,Korčok,0.0,0.0
523062,Slavkovce,8,SK,89.8%,0.4%,2.4%,0.0%,523062.0,Korčok,50.0,50.0
523071,Sliepkovce,8,SK,96.6%,0.4%,0.7%,0.0%,523071.0,Pellegrini,0.0,100.0
523089,Sobrance,8,SK,78.0%,0.3%,16.8%,0.5%,523089.0,Pellegrini,0.0,100.0
523097,Staré,8,SK,96.8%,0.1%,0.0%,0.0%,523097.0,Pellegrini,0.0,100.0
523101,Strážske,8,SK,89.0%,0.2%,0.9%,0.4%,523101.0,Pellegrini,9.09,90.91
523119,Stretava,8,SK,92.3%,0.3%,2.3%,0.0%,523119.0,Korčok,50.0,50.0
